name,state,published,closing
Oakdale Borough - Borough Parking Lot Reconstruction,"
								Pennsylvania","
								08/05/2021","
								08/26/2021"
FWHS New Headquarters Internet Services,"
								Texas","
								08/05/2021","
								08/26/2021"
POLICE LOGISTICS TRAILER,"
								Virginia","
								08/05/2021","
								08/26/2021"
Biomedical Waste Collection and Disposal,"
								Florida","
								08/05/2021","
								08/26/2021"
Penn Hills PRV Replacement Project - 4139.057,"
								Pennsylvania","
								08/05/2021","
								08/26/2021"
JANITORIAL MAINTENANCE AT THE LANDER OFFICE BUILDING,"
								Wyoming","
								08/05/2021","
								08/26/2021"
RE-BID: All-Terrain Vehicles - Catalog - COOP,"
								New Jersey","
								08/05/2021","
								08/26/2021"
CHP Conejo Commercial Vehicle Enforcement Facility (CVEF) Southbound (S/B) and Northbound (N/B) – Scale Maintenance and Repair Services,"
								California","
								08/05/2021","
								09/07/2021"
Catch Basin Cleaning at Various Location in the Town of Walpole,"
								Massachusetts","
								08/05/2021","
								08/26/2021"
Building Basement Access Ways,"
								Massachusetts","
								08/05/2021","
								08/26/2021"
Sanitary Sewer Construction,"
								Illinois","
								08/05/2021","
								08/26/2021"
Dann Lake Park Access Improvements – Floating Dock Installation,"
								New York","
								08/05/2021","
								08/26/2021"
YORK ROAD (LS-10) LIFT STATION IMPROVEMENTS,"
								Illinois","
								08/05/2021","
								08/26/2021"
Purchase of Distribution Transformers CPP TR 2021,"
								Ohio","
								08/05/2021","
								08/26/2021"
Woodland Place Gravity Sewer,"
								Tennessee","
								08/05/2021","
								08/26/2021"
Catch Basin Cleaning,"
								Massachusetts","
								08/05/2021","
								08/26/2021"
Danvers Crane River Sewer Crossing Replacement,"
								Massachusetts","
								08/05/2021","
								08/26/2021"
VOIP Maintenance,"
								Connecticut","
								08/05/2021","
								08/26/2021"
WEST 49TH STREET AND DRAINAGE IMPROVEMENTS (PARKER STREET TO PIKE AVENUE),"
								Arkansas","
								08/05/2021","
								08/26/2021"
Public Safety Building Insulation Improvements,"
								New Jersey","
								08/05/2021","
								08/26/2021"
"Four Wheeled 12,000 Pound Sit Down Electric Lift Truck","
								Maryland","
								08/05/2021","
								08/26/2021"
On-Call HVAC Controls inspections and Repairs,"
								Massachusetts","
								08/05/2021","
								08/26/2021"
,,,
"Professional Architectural, Engineering Services & Personal Service Consultants On Call Roster","
								Washington","
								08/05/2021","
								08/20/2021"
Internet connection,"
								Washington","
								08/05/2021","
								08/25/2021"
Two (2) Police Motorcycles,"
								Washington","
								08/05/2021","
								08/19/2021"
Lowlands PS FM Upgrade Lynnway,"
								Massachusetts","
								08/05/2021","
								08/26/2021"
CONSULTANT SERVICES FOR FENNEL CREEK TRAIL Segment 2B-2,"
								Washington","
								08/05/2021","
								08/18/2021"
"Behavioral, therapeutic and academic non-public day school","
								Washington","
								08/05/2021","
								08/18/2021"
Air to Fuel Monitors,"
								Washington","
								08/05/2021","
								08/18/2021"
Royal Oaks Gravity Sewer Replacement & Cedar Creek Interceptor Sewer Upsizing,"
								Tennessee","
								08/05/2021","
								08/26/2021"
Route M Water Line Upgrade-Phase 2,"
								Missouri","
								08/05/2021","
								09/02/2021"
"CLEANING SERVICES AT 218 NORTH BROAD STREET, TRENTON, NJ 08618","
								New Jersey","
								08/05/2021","
								08/26/2021"
"DIESEL, GASOLINE AND HEATING FUEL PRODUCTS","
								Washington","
								08/05/2021","
								08/17/2021"
Lowlands Pump Station Force Main Upgrade,"
								Massachusetts","
								08/05/2021","
								08/26/2021"
Forklift Painting,"
								Alabama","
								08/05/2021","
								08/26/2021"
TWIN LAKES PARK LOWER LAKE RETAINING WALL AND WALKWAYS REHABILITATION,"
								Pennsylvania","
								08/05/2021","
								09/08/2021"
TREATED ROAD SALT,"
								Connecticut","
								08/05/2021","
								08/25/2021"
FOOD SERVICE PRODUCTS- COMMODITIES,"
								Washington","
								08/05/2021","
								08/17/2021"
Indoor Shooter Detection System for the Attleboro Public Schools,"
								Massachusetts","
								08/05/2021","
								08/26/2021"
Gas Tank Painting,"
								Alabama","
								08/05/2021","
								08/26/2021"
"FOR IMPROVING VARIOUS SECTIONS IN THE CITY OF WAPAKONETA, DUCHOUQUET AND PUSHETA TOWNSHIPS, AUGLAIZE COUNTY, OHIO, IN ACCORDANCE WITH PLANS AND SPECIFICATIONS BY RELOCATION OF AN EXISTING RAILROAD SPUR","
								Ohio","
								08/05/2021","
								08/26/2021"
Petroleum,"
								Washington","
								08/05/2021","
								08/20/2021"
Dairy,"
								Washington","
								08/05/2021","
								08/20/2021"
GLEBE HARBOR/CABIN POINT CLUBHOUSE WATERLINE REPLACEMENT,"
								Virginia","
								08/05/2021","
								08/26/2021"
Propane,"
								Washington","
								08/05/2021","
								08/20/2021"
Wastewater Relocation at 327 Vincenne Road,"
								South Carolina","
								08/05/2021","
								08/26/2021"
"Traffic Signal Control and Monitoring Equipment, City of Avondale","
								Arizona","
								08/05/2021","
								08/26/2021"
"FOR IMPROVING VARIOUS SECTIONS OF GREEN AND MIAMI TOWNSHIPS, OF HAMILTON COUNTY, OF THE STATE OF OHIO IN ACCORDANCE WITH PLANS AND SPECIFICATIONS BY REPLACING ONE SMALL CULVERT PIPE ON STATE ROUTE 264","
								Ohio","
								08/05/2021","
								08/26/2021"
Riverside DA - BWC,"
								California","
								08/05/2021","
								08/25/2021"
"24 Hours a Day, 7 Days a Week Unarmed Security Guard Services at the Bakersfield Amtrak Station located at 601 Truxtun Avenue","
								California","
								08/05/2021","
								08/25/2021"
MOBILE WORK MANAGEMENT APPLICATION,"
								Texas","
								08/05/2021","
								08/25/2021"
"Court Reurfacing, Citywide","
								Florida","
								08/05/2021","
								08/25/2021"
RFQ- Transportation Master Plan,"
								Arizona","
								08/05/2021","
								08/25/2021"
"COMMERCIAL REAL ESTATE SERVICES and FACILITIES MANAGEMENT SERVICES FOR THE HISTORIC CITY MARKET BUILDING 32 MARKET SQUARE, ROANOKE, VA 24011","
								Virginia","
								08/05/2021","
								08/20/2021"
FY 20-21 Annual Crack Seal Program,"
								California","
								08/05/2021","
								08/25/2021"
Offset Printing for Small Press Works,"
								Arizona","
								08/05/2021","
								08/25/2021"
Wastewater Treatment Plant Main Pump Station Improvements,"
								Wyoming","
								08/05/2021","
								08/25/2021"
Architectural RFQ - New Hinckley Headstart Facility,"
								Minnesota","
								08/05/2021","
								08/25/2021"
WEBSITE REDESIGN & AGENDA MANAGEMENT SOFTWARE,"
								Virginia","
								08/05/2021","
								08/23/2021"
Operational lease/rental of fifteen (15) Digital Copier/Printer Systems,"
								Illinois","
								08/05/2021","
								08/25/2021"
NEW CURRENT MODEL 84'' WIDE TANDEM VIBRATORY ROLLER,"
								Wyoming","
								08/05/2021","
								08/18/2021"
SEAY PARK,"
								Virginia","
								08/05/2021","
								08/20/2021"
"Grounds Keeping Maintenance ""Duck Creek""","
								Texas","
								08/05/2021","
								08/19/2021"
"Lawn, Landscaping & Irrigation System Maintenance","
								Missouri","
								08/05/2021","
								08/25/2021"
"removing existing 400 Amp S&C Fault Fiter fuses in existing 4.16kV S&C PMH Switches and install new 5kV, SMU-20 fuses and associated fuse clips in their place","
								Tennessee","
								08/05/2021","
								08/25/2021"
Purchase of Nitrile Gloves,"
								Georgia","
								08/05/2021","
								08/25/2021"
NEW CURRENT MODEL TRAILER MOUNTED ASPHALT MAINTENANCE UNIT,"
								Wyoming","
								08/05/2021","
								08/18/2021"
Re-imaging Court Master Plan and Comprehensive Strategy,"
								Ohio","
								08/05/2021","
								08/25/2021"
Forest Restoration Along River's Edge Drive - REAP Grant,"
								Iowa","
								08/05/2021","
								08/25/2021"
LED Streetlight Changeout & Inventory,"
								Utah","
								08/05/2021","
								08/25/2021"
ECHECONNEE GENERATOR REPLACEMENT,"
								Georgia","
								08/05/2021","
								08/31/2021"
Omak Morningstar Apartments HVAC Replacement Project; 9 units 514 and 518 Ferry Street,"
								Washington","
								08/05/2021","
								08/18/2021"
Janitorial Services,"
								Michigan","
								08/05/2021","
								08/30/2021"
Street Light Ballast & Bulbs-Annual Contract,"
								Georgia","
								08/05/2021","
								08/25/2021"
Painting Services,"
								Georgia","
								08/05/2021","
								09/08/2021"
AUTOMOTIVE PARTS WASHER EQ. RENTAL & SERVICE PROGRAM (CTYWD),"
								Florida","
								08/05/2021","
								08/25/2021"
Jackson State Community College Administration Building Emergency HVAC Replacement,"
								Tennessee","
								08/05/2021","
								08/25/2021"
Toner Cartridges,"
								Illinois","
								08/05/2021","
								08/25/2021"
Five (5) New 3500HD Crew Cab Flatbed Trucks Plus Trade-Ins,"
								Indiana","
								08/05/2021","
								08/19/2021"
Emergency Repair and Replacement Project,"
								Mississippi","
								08/05/2021","
								08/25/2021"
Safety Equipment Safety Equipment & Products for Transportation & Public Works – Comprehensive Crash Mitigation,"
								New York","
								08/05/2021","
								08/19/2021"
BATTERY PLANT & EQUIPMENT CABINETS,"
								California","
								08/05/2021","
								08/25/2021"
Bond Underwriting Services,"
								Texas","
								08/05/2021","
								08/25/2021"
Wireline Ethernet or Fixed Wireless Services,"
								Washington","
								08/05/2021","
								08/25/2021"
Ionization Unit Design-TCCHS,"
								Georgia","
								08/05/2021","
								09/02/2021"
2021 LMIG Resurfacing,"
								Georgia","
								08/05/2021","
								09/15/2021"
Asphalt Repairs - Eisenhower State Park,"
								Kansas","
								08/05/2021","
								08/25/2021"
Thermoplastic Traffic Marking-Annual Contract,"
								Georgia","
								08/05/2021","
								08/25/2021"
Basketball Officiating Services,"
								Virginia","
								08/05/2021","
								08/25/2021"
Cleaning Exterior of 1 Mg Composite Elevated Water Storage Tank,"
								Massachusetts","
								08/05/2021","
								08/25/2021"
Provide snow removal services on an as-needed basis for up to 36 months from the date of contract execution.,"
								Illinois","
								08/05/2021","
								08/25/2021"
City Hall - Police Precinct Concept,"
								Georgia","
								08/05/2021","
								09/10/2021"
Metal Panel Flashing Repair Oliver Ames High School,"
								Massachusetts","
								08/05/2021","
								08/25/2021"
CUSTODIAL OPERATIONS AND MAINTENANCE OF REST AREAS,"
								North Carolina","
								08/05/2021","
								08/25/2021"
Sidewalk reconstruction,"
								Massachusetts","
								08/05/2021","
								08/25/2021"
Maintenance of Hardwood Floors,"
								Florida","
								08/05/2021","
								08/25/2021"
"FURNISH, DELIVER, AND INSTALL A MOLECULAR SPECTROSCOPY (FT-RAMAN AND FT-IR) SUITE","
								New Jersey","
								08/05/2021","
								08/25/2021"
Rodgers-Kennedy Memorial Refurbishing/DPWP,"
								Massachusetts","
								08/05/2021","
								08/25/2021"
Materials Testing and Inspection Electric Operation Center,"
								North Carolina","
								08/05/2021","
								08/25/2021"
Landscaping Services at TSTC in Waco,"
								Texas","
								08/05/2021","
								08/25/2021"
Community Based Intervention Program,"
								Arkansas","
								08/05/2021","
								08/25/2021"
ROOF REPAIR AND MAINTENANCE AT THE WYDOT COMPLEX - CHEYENNE,"
								Wyoming","
								08/05/2021","
								08/17/2021"
Kitchen Equipment Service and Repairs,"
								New Jersey","
								08/05/2021","
								08/25/2021"
JANITORIAL MAINTENANCE AT THE CASPER OFFICE COMPLEX,"
								Wyoming","
								08/05/2021","
								08/24/2021"
Rebid heating system improvements,"
								New Hampshire","
								08/05/2021","
								08/25/2021"
Annual Contract For Gasoline And #2 Ultra Low Sulfur Diesel Fuel,"
								Virginia","
								08/05/2021","
								08/25/2021"
17BP.9.C.13 and 17BP.9.C.14 – SR 2522 (Handy Road) – Culvert 564 over Cabin Creek Tributary and 504 over Branch Cabin Creek,"
								North Carolina","
								08/05/2021","
								08/25/2021"
Signal Improvement,"
								North Carolina","
								08/05/2021","
								08/25/2021"
Main Library Roof Replacement & Exterior Repairs,"
								Massachusetts","
								08/05/2021","
								08/25/2021"
"Grading, Drainage, Paving on SR 4000 (University Parkway) at Cherry Street","
								North Carolina","
								08/05/2021","
								08/25/2021"
Budig Hall Reroof - Phase 1,"
								Kansas","
								08/05/2021","
								08/25/2021"
Annual Needs Guardrail,"
								North Carolina","
								08/05/2021","
								08/25/2021"
Above Ground Storage Tanks,"
								West Virginia","
								08/05/2021","
								08/25/2021"
Salt Bid Notice,"
								Kansas","
								08/05/2021","
								08/23/2021"
POLYMERS,"
								Texas","
								08/05/2021","
								08/25/2021"
